Year Month,State,Countym,Industry,Suspicious Activity,Regulator,Relationship,Product,Instrument,Count
2012 October,Kentucky,"Pike County, KY",Depository Institution,Multiple Transactions Below Ctr Threshold,FRB,Borrower,Other,U.S. Currency,2
2012 October,Kentucky,"Pike County, KY",Depository Institution,Multiple Transactions Below Ctr Threshold,FRB,Customer,Other,Personal/Business Check,4
2012 October,Kentucky,"Pike County, KY",Depository Institution,Multiple Transactions Below Ctr Threshold,FRB,Customer,Other,U.S. Currency,5
2012 October,Kentucky,"Pike County, KY",Depository Institution,Suspicious Concerning the Source of Funds,FRB,Borrower,Other,U.S. Currency,1
2012 October,Kentucky,"Pike County, KY",Depository Institution,Suspicious Concerning the Source of Funds,FRB,Customer,Other,U.S. Currency,1
2012 October,Louisiana,"St. Tammany Parish, LA",Depository Institution,Check,FDIC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Maryland,"Anne Arundel County, MD",Depository Institution,Account Takeover,OCC,Customer,Other,Funds Transfer,2
2012 October,Maryland,"Anne Arundel County, MD",Depository Institution,Identity Theft,OCC,Customer,Other,Funds Transfer,2
2012 October,Maryland,"Anne Arundel County, MD",Depository Institution,Wire Transfer,OCC,Customer,Other,Funds Transfer,2
2012 October,Maryland,"Baltimore city, MD",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Customer,Home Equity Line of Credit,Personal/Business Check,1
2012 October,Maryland,"Baltimore County, MD",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Maryland,"Baltimore County, MD",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,Maryland,"Baltimore County, MD",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Customer,Home Equity Line of Credit,Personal/Business Check,1
2012 October,Maryland,"Montgomery County, MD",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,3
2012 October,Maryland,"Montgomery County, MD",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,Maryland,"Montgomery County, MD",Depository Institution,Other Money Laundering,FDIC,Customer,Other,U.S. Currency,1
2012 October,Maryland,"Montgomery County, MD",Depository Institution,Other Structuring,FDIC,Customer,Other,U.S. Currency,1
2012 October,Maryland,"Montgomery County, MD",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Customer,Other,U.S. Currency,1
2012 October,Maryland,"Prince George's County, MD",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,Maryland,"Prince George's County, MD",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,U.S. Currency,1
2012 October,Massachusetts,"Essex County, MA",Depository Institution,Other Fraud (Type),FDIC,Customer,Prepaid Access,U.S. Currency,1
2012 October,Massachusetts,"Essex County, MA",Depository Institution,Other Fraud (Type),FDIC,No Relationship to Institution,Prepaid Access,U.S. Currency,1
2012 October,Massachusetts,"Essex County, MA",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Other,U.S. Currency,1
2012 October,Massachusetts,"Essex County, MA",Depository Institution,Suspicious Use of Multiple Accounts,NCUA,Customer,Other,U.S. Currency,1
2012 October,Massachusetts,"Middlesex County, MA",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,No Relationship to Institution,Home Equity Line of Credit,Personal/Business Check,1
2012 October,Massachusetts,"Middlesex County, MA",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,No Relationship to Institution,Home Equity Line of Credit,U.S. Currency,1
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,Account Takeover,NCUA,Customer,Other,Funds Transfer,1
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,ACH,NCUA,Customer,Other,Funds Transfer,1
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,Multiple Transactions Below Ctr Threshold,NCUA,Customer,Other,Bank/Cashier's Check,1
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,Multiple Transactions Below Ctr Threshold,NCUA,Customer,Other,U.S. Currency,2
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,Multiple Transactions Below Ctr Threshold,NCUA,Other,Other,Bank/Cashier's Check,1
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,Multiple Transactions Below Ctr Threshold,NCUA,Other,Other,U.S. Currency,1
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Other,Bank/Cashier's Check,1
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Other,U.S. Currency,2
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Other,Other,Bank/Cashier's Check,1
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Other,Other,U.S. Currency,1
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",NCUA,Customer,Other,U.S. Currency,1
2012 October,Massachusetts,"Worcester County, MA",Depository Institution,Unauthorized Electronic Intrusion,NCUA,Customer,Other,Funds Transfer,1
2012 October,Michigan,"Huron County, MI",Depository Institution,Elder Financial Exploitation,FDIC,Borrower,Credit Card,Personal/Business Check,1
2012 October,Michigan,"Huron County, MI",Depository Institution,Elder Financial Exploitation,FDIC,Customer,Credit Card,Personal/Business Check,1
2012 October,Michigan,"Huron County, MI",Depository Institution,Pyramid Scheme,FDIC,Borrower,Credit Card,Personal/Business Check,1
2012 October,Michigan,"Huron County, MI",Depository Institution,Pyramid Scheme,FDIC,Customer,Credit Card,Personal/Business Check,1
2012 October,Michigan,"Marquette County, MI",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,Michigan,"Marquette County, MI",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,Minnesota,"Anoka County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Minnesota,"Dakota County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,Employee,Other,Bank/Cashier's Check,1
2012 October,Minnesota,"Dakota County, MN",Depository Institution,Identity Theft,OCC,Employee,Other,Bank/Cashier's Check,1
2012 October,Minnesota,"Dakota County, MN",Depository Institution,Provided Questionable or False Documentation,OCC,Employee,Other,Bank/Cashier's Check,1
2012 October,Minnesota,"Hennepin County, MN",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,Minnesota,"Hennepin County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,6
2012 October,Minnesota,"Hennepin County, MN",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Minnesota,"Hennepin County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,Minnesota,"Hennepin County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Minnesota,"Hennepin County, MN",Depository Institution,Wire Transfer,OCC,Customer,Other,Funds Transfer,1
2012 October,Minnesota,"Lake County, MN",Depository Institution,ACH,OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,Minnesota,"Lake County, MN",Depository Institution,ACH,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Minnesota,"Lake County, MN",Depository Institution,Check,OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,Minnesota,"Lake County, MN",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Minnesota,"Ramsey County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Minnesota,"Stearns County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Minnesota,"Washington County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Minnesota,"Washington County, MN",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,Mississippi,"DeSoto County, MS",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Mississippi,"DeSoto County, MS",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Mississippi,"Rankin County, MS",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Mississippi,"Rankin County, MS",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,1
2012 October,Mississippi,"Rankin County, MS",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Mississippi,"Rankin County, MS",Depository Institution,Counterfeit Instrument (Other),OCC,Other,Other,Personal/Business Check,1
2012 October,Missouri,"Christian County, MO",Depository Institution,Check,FDIC,Customer,Debit Card,Personal/Business Check,1
2012 October,Missouri,"Christian County, MO",Depository Institution,Check,FDIC,No Relationship to Institution,Debit Card,Personal/Business Check,1
2012 October,Missouri,"Christian County, MO",Depository Institution,Counterfeit Instrument (Other),FDIC,Customer,Debit Card,Personal/Business Check,1
2012 October,Missouri,"Christian County, MO",Depository Institution,Counterfeit Instrument (Other),FDIC,No Relationship to Institution,Debit Card,Personal/Business Check,1
2012 October,Missouri,"Christian County, MO",Depository Institution,Two or More Individuals Working Together,FDIC,Customer,Debit Card,Personal/Business Check,1
2012 October,Missouri,"Christian County, MO",Depository Institution,Two or More Individuals Working Together,FDIC,No Relationship to Institution,Debit Card,Personal/Business Check,1
2012 October,Missouri,"Greene County, MO",Depository Institution,Alters Transactions to Avoid Ctr Requirement,FDIC,Customer,Other,U.S. Currency,1
2012 October,Missouri,"Greene County, MO",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,Customer,Other,U.S. Currency,1
2012 October,Missouri,"St. Louis city, MO",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Missouri,"St. Louis city, MO",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,Missouri,"St. Louis city, MO",Depository Institution,Identity Theft,OCC,Other,Other,U.S. Currency,2
2012 October,Missouri,"St. Louis city, MO",Depository Institution,Wire Transfer,OCC,Other,Other,U.S. Currency,2
2012 October,Missouri,"St. Louis County, MO",Depository Institution,Check,NCUA,Customer,Credit Card,Bank/Cashier's Check,1
2012 October,Missouri,"St. Louis County, MO",Depository Institution,Counterfeit Instrument (Other),NCUA,Customer,Credit Card,Bank/Cashier's Check,1
2012 October,Missouri,"St. Louis County, MO",Depository Institution,Credit/Debit Card,NCUA,Customer,Credit Card,Bank/Cashier's Check,1
2012 October,Missouri,"St. Louis County, MO",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",NCUA,Customer,Credit Card,Bank/Cashier's Check,1
2012 October,Missouri,"Warren County, MO",Depository Institution,Identity Theft,FDIC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,Missouri,"Warren County, MO",Depository Institution,Suspicious EFT/Wire Transfers,FDIC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,Missouri,"Warren County, MO",Depository Institution,Suspicious Use of Multiple Accounts,FDIC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,Missouri,"Warren County, MO",Depository Institution,Transaction Out of Pattern for Customer(s),FDIC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,Missouri,"Warren County, MO",Depository Institution,Unauthorized Electronic Intrusion,FDIC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,Missouri,"Warren County, MO",Depository Institution,Wire Transfer,FDIC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,Montana,"Flathead County, MT",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Montana,"Flathead County, MT",Depository Institution,Elder Financial Exploitation,OCC,Customer,Other,Personal/Business Check,1
2012 October,Montana,"Flathead County, MT",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,Nebraska,"Douglas County, NE",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Nebraska,"Douglas County, NE",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Nebraska,"Douglas County, NE",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Nebraska,"Douglas County, NE",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Nebraska,"Red Willow County, NE",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Nebraska,"Sarpy County, NE",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Nebraska,"Sarpy County, NE",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Nevada,"Clark County, NV",Depository Institution,Check,NCUA,Customer,Debit Card,Funds Transfer,1
2012 October,Nevada,"Clark County, NV",Depository Institution,Check,NCUA,Other,Debit Card,Funds Transfer,1
2012 October,Nevada,"Clark County, NV",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,4
2012 October,Nevada,"Clark County, NV",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,Nevada,"Clark County, NV",Depository Institution,Elder Financial Exploitation,OCC,Customer,Other,Personal/Business Check,2
2012 October,Nevada,"Clark County, NV",Depository Institution,Mail,OCC,Customer,Other,Personal/Business Check,1
2012 October,Nevada,"Clark County, NV",Depository Institution,Other Other Suspicious Activities,NCUA,Customer,Debit Card,Funds Transfer,1
2012 October,Nevada,"Clark County, NV",Depository Institution,Other Other Suspicious Activities,NCUA,Other,Debit Card,Funds Transfer,1
2012 October,Nevada,"Clark County, NV",Depository Institution,Suspicious Use of Multiple Locations,NCUA,Customer,Debit Card,Funds Transfer,1
2012 October,Nevada,"Clark County, NV",Depository Institution,Suspicious Use of Multiple Locations,NCUA,Other,Debit Card,Funds Transfer,1
2012 October,Nevada,"Washoe County, NV",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,Nevada,"Washoe County, NV",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Nevada,"Washoe County, NV",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,New Jersey,"Atlantic County, NJ",Depository Institution,ACH,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,New Jersey,"Atlantic County, NJ",Depository Institution,ACH,OCC,Customer,Other,Funds Transfer,1
2012 October,New Jersey,"Atlantic County, NJ",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Bonds/Notes,U.S. Currency,1
2012 October,New Jersey,"Atlantic County, NJ",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Credit Card,U.S. Currency,1
2012 October,New Jersey,"Atlantic County, NJ",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,U.S. Currency,1
2012 October,New Jersey,"Bergen County, NJ",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,New Jersey,"Bergen County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,3
2012 October,New Jersey,"Bergen County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,New Jersey,"Bergen County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,New Jersey,"Bergen County, NJ",Depository Institution,Wire Transfer,OCC,Customer,Other,Funds Transfer,1
2012 October,New Jersey,"Cumberland County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,New Jersey,"Essex County, NJ",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,New Jersey,"Essex County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,9
2012 October,New Jersey,"Essex County, NJ",Depository Institution,Check,OCC,Employee,Other,Personal/Business Check,1
2012 October,New Jersey,"Essex County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,New Jersey,"Essex County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,5
2012 October,New Jersey,"Essex County, NJ",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,2
2012 October,New Jersey,"Hudson County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,3
2012 October,New Jersey,"Hudson County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,New Jersey,"Hunterdon County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,New Jersey,"Hunterdon County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Appraisal Fraud,OCC,No Relationship to Institution,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Appraisal Fraud,OCC,Other,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,3
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,3
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Elder Financial Exploitation,OCC,No Relationship to Institution,Residential Mortgage,Funds Transfer,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Elder Financial Exploitation,OCC,Other,Residential Mortgage,Funds Transfer,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,No Relationship to Institution,Residential Mortgage,Funds Transfer,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Other,Residential Mortgage,Funds Transfer,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Foreclosure Fraud,OCC,No Relationship to Institution,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Foreclosure Fraud,OCC,Other,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Forgeries,OCC,No Relationship to Institution,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Forgeries,OCC,Other,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Identity Theft,OCC,No Relationship to Institution,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Identity Theft,OCC,Other,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Other Mortgage Fraud,OCC,No Relationship to Institution,Residential Mortgage,Funds Transfer,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Other Mortgage Fraud,OCC,Other,Residential Mortgage,Funds Transfer,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Other Other Suspicious Activities,OCC,Other,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Other Other Suspicious Activities,OCC,Other,Residential Mortgage,Funds Transfer,2
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Other Other Suspicious Activities,OCC,Other,Residential Mortgage,Personal/Business Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Suspicious Concerning the Source of Funds,OCC,No Relationship to Institution,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Other,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Suspicious Use of Third-Party Transactors (Straw-Man),OCC,No Relationship to Institution,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Suspicious Use of Third-Party Transactors (Straw-Man),OCC,Other,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Two or More Individuals Working Together,OCC,No Relationship to Institution,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Two or More Individuals Working Together,OCC,No Relationship to Institution,Residential Mortgage,Funds Transfer,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Two or More Individuals Working Together,OCC,Other,Residential Mortgage,Bank/Cashier's Check,1
2012 October,New Jersey,"Mercer County, NJ",Depository Institution,Two or More Individuals Working Together,OCC,Other,Residential Mortgage,Funds Transfer,1
2012 October,New Jersey,"Middlesex County, NJ",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,New Jersey,"Middlesex County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,New Jersey,"Middlesex County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,New Jersey,"Monmouth County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,New Jersey,"Monmouth County, NJ",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,New Jersey,"Monmouth County, NJ",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,1
2012 October,New Jersey,"Monmouth County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,New Jersey,"Monmouth County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Other,Other,Personal/Business Check,1
2012 October,New Jersey,"Morris County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,New Jersey,"Morris County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,New Jersey,"Ocean County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,New Jersey,"Ocean County, NJ",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,New Jersey,"Passaic County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,3
2012 October,New Jersey,"Passaic County, NJ",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,New Jersey,"Passaic County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,New Jersey,"Passaic County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,New Jersey,"Passaic County, NJ",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,2
2012 October,New Jersey,"Somerset County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,New Jersey,"Somerset County, NJ",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,New Jersey,"Union County, NJ",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,3
2012 October,New Jersey,"Union County, NJ",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,New Jersey,"Union County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,3
2012 October,New Jersey,"Union County, NJ",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,New Jersey,"Union County, NJ",Depository Institution,Other Other Suspicious Activities,NCUA,Borrower,Commercial Mortgage,Personal/Business Check,4
2012 October,New Jersey,"Union County, NJ",Depository Institution,Other Other Suspicious Activities,NCUA,Customer,Commercial Mortgage,Personal/Business Check,4
2012 October,New Mexico,"Bernalillo County, NM",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,New Mexico,"Bernalillo County, NM",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Other,Debit Card,Funds Transfer,1
2012 October,New Mexico,"Bernalillo County, NM",Depository Institution,Suspicious EFT/Wire Transfers,NCUA,Other,Debit Card,Funds Transfer,1
2012 October,New Mexico,"Bernalillo County, NM",Depository Institution,Transaction Out of Pattern for Customer(s),NCUA,Other,Debit Card,Funds Transfer,1
2012 October,New Mexico,"Bernalillo County, NM",Depository Institution,Unlicensed or Unregistered MSB,NCUA,Other,Debit Card,Funds Transfer,1
2012 October,New Mexico,"Curry County, NM",Depository Institution,ACH,OCC,Customer,Other,Government Payment,1
2012 October,New York,"Columbia County, NY",Depository Institution,Multiple Transactions Below Ctr Threshold,OCC,Customer,Other,Personal/Business Check,1
2012 October,New York,"Columbia County, NY",Depository Institution,Multiple Transactions Below Ctr Threshold,OCC,Customer,Other,U.S. Currency,1
2012 October,New York,"Columbia County, NY",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Other,Personal/Business Check,1
2012 October,New York,"Columbia County, NY",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Other,U.S. Currency,1
2012 October,New York,"Columbia County, NY",Depository Institution,Suspicious Use of Multiple Locations,OCC,Customer,Other,Personal/Business Check,1
2012 October,New York,"Columbia County, NY",Depository Institution,Suspicious Use of Multiple Locations,OCC,Customer,Other,U.S. Currency,1
2012 October,New York,"Columbia County, NY",Depository Institution,Transaction Out of Pattern for Customer(s),OCC,Customer,Other,Personal/Business Check,1
2012 October,New York,"Columbia County, NY",Depository Institution,Transaction Out of Pattern for Customer(s),OCC,Customer,Other,U.S. Currency,1
2012 October,New York,"Columbia County, NY",Depository Institution,Two or More Individuals Working Together,OCC,Customer,Other,Personal/Business Check,1
2012 October,New York,"Columbia County, NY",Depository Institution,Two or More Individuals Working Together,OCC,Customer,Other,U.S. Currency,1
2012 October,New York,"Greene County, NY",Depository Institution,Check,OCC,Customer,Other,U.S. Currency,1
2012 October,New York,"Greene County, NY",Depository Institution,Identity Theft,OCC,Customer,Other,U.S. Currency,1
2012 October,New York,"Greene County, NY",Depository Institution,Single Individual with Multiple Identities,OCC,Customer,Other,U.S. Currency,1
2012 October,New York,"Jefferson County, NY",Depository Institution,Multiple Transactions Below Bsa Recordkeeping Threshold,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,New York,"Jefferson County, NY",Depository Institution,Multiple Transactions Below Bsa Recordkeeping Threshold,OCC,Customer,Debit Card,U.S. Currency,1
2012 October,New York,"Jefferson County, NY",Depository Institution,Multiple Transactions Below Ctr Threshold,OCC,Borrower,Home Equity Line of Credit,U.S. Currency,1
2012 October,New York,"Jefferson County, NY",Depository Institution,Multiple Transactions Below Ctr Threshold,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,New York,"Jefferson County, NY",Depository Institution,Multiple Transactions Below Ctr Threshold,OCC,Customer,Debit Card,U.S. Currency,1
2012 October,New York,"Jefferson County, NY",Depository Institution,Multiple Transactions Below Ctr Threshold,OCC,Customer,Home Equity Line of Credit,U.S. Currency,1
2012 October,New York,"Jefferson County, NY",Depository Institution,Suspicious Use of Multiple Locations,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,New York,"Jefferson County, NY",Depository Institution,Suspicious Use of Multiple Locations,OCC,Customer,Debit Card,U.S. Currency,1
2012 October,New York,"Jefferson County, NY",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,New York,"Jefferson County, NY",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",OCC,Customer,Debit Card,U.S. Currency,1
2012 October,New York,"Nassau County, NY",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,New York,"Nassau County, NY",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,New York,"New York County, NY",Depository Institution,Account Takeover,OCC,Other,Other,U.S. Currency,2
